name,mz,rt,Annotation.type,annotated.from.ID,annotated.from.peak,ID,compound.name,isotope,adduct,Formula,score,peak.group,confidence
M191T398_POS,190.98779,397.62199999999996,adductAnnotation,C00385,M153T397_POS,C00385,Xanthine,[M],M+K,C5H4N4O2,0.490526267,C00385_3,grade1
M155T397_POS,155.04516999999996,397.48199999999997,isotopeAnnotation,C00385,M153T397_POS,C00385,Xanthine,[M+2],M+H,C5H4N4O2,0.968488818,C00385_3,grade1
M153T397_POS,153.04103999999995,397.36800000000005,seed,nan,nan,C00385,Xanthine,[M],M+H,C5H4N4O2,0.860192147,C00385_3,grade1
M247T638_NEG,247.08336,638.1669999999998,adductAnnotation,C00386,M285T639_NEG,C00386,Carnosine,[M],M-2H+Na,C9H14N4O3,0.705984233,C00386_6,grade2
M247T672_NEG,247.08052,671.941,adductAnnotation,C00386,M225T672_NEG,C00386,Carnosine,[M],M-2H+Na,C9H14N4O3,0.982932433,C00386_8,grade2
M249T673_POS,249.09667000000002,672.74,adductAnnotation,C00386,M227T673_POS,C00386,Carnosine,[M],M+Na,C9H14N4O3,0.984237733333,C00386_7,grade2
M227T673_POS,227.11462000000003,672.7389999999998,adductAnnotation;metAnnotation;adductAnnotation;metAnnotation,C00386;C01092;C06657;C01259,M249T673_POS;M226T463_POS;M209T672_POS;M269T549_POS,C00386;C01037;C06657;C03793,"Carnosine;7,8-Diaminononanoate;Guanidinoproclavaminic acid;N6,N6,N6-Trimethyl-L-lysine",[M];[M];[M];[M],M+H;M+K;M+H-H2O;M+K,C9H14N4O3;C9H20N2O2;C9H16N4O4;C9H20N2O2,0.989604483333;0.873935646864;0.835604483333;0.798162346364,C00386_7;C03793_4;C01037_5;C06657_4,grade2;grade2;grade2;grade2
M285T639_NEG,285.12736,639.1355,adductAnnotation;adductAnnotation,C00386;C01682,M112T640_NEG;M325T638_NEG,C00386;C01682,Carnosine;Nopaline,[M];[M],M+CH3COO;M-H-H2O,C9H14N4O3;C11H20N4O6,0.540737649999;0.440904316665,C00386_6;C01682_1,grade2;grade2
M227T639_POS,227.11424,639.3385,metAnnotation;adductAnnotation;adductAnnotation;metAnnotation,C00135;C03793;C01037;C06656,M120T655_POS;M230T639_POS;M230T639_POS;M289T688_POS,C00386;C03793;C01037;C06657,"Carnosine;N6,N6,N6-Trimethyl-L-lysine;7,8-Diaminononanoate;Guanidinoproclavaminic acid",[M];[M];[M];[M],M+H;M+K;M+K;M+H-H2O,C9H14N4O3;C9H20N2O2;C9H20N2O2;C9H16N4O4,0.929248349812;0.899148466667;0.899148466667;0.670393912954,C00386_6;C02571_8;C03793_3;C01037_4,grade2;grade2;grade2;grade2
M209T672_POS,209.09858,671.814,metAnnotation;metAnnotation,C00099;C03139,M90T640_POS;M198T740_POS,C00386;C06657,Carnosine;Guanidinoproclavaminic acid,[M];[M],M+H-H2O;M+H-2H2O,C9H14N4O3;C9H16N4O4,0.978524604091;0.735176013596,C00386_7;C06657_4,grade2;grade2
M226T672_NEG,226.10308999999998,672.063,isotopeAnnotation;isotopeAnnotation,C00386;C06657,M225T672_NEG;M225T672_NEG,C00386;C06657,Carnosine;Guanidinoproclavaminic acid,[M+1];[M+1],M-H;M-H-H2O,C9H14N4O3;C9H16N4O4,0.912006572251;0.912006572251,C00386_8;C06657_6,grade2;grade2
M226T640_NEG,226.10277000000002,639.859,isotopeAnnotation;isotopeAnnotation,C00386;C06657,M225T640_1_NEG;M225T640_1_NEG,C00386;C06657,Carnosine;Guanidinoproclavaminic acid,[M+1];[M+1],M-H;M-H-H2O,C9H14N4O3;C9H16N4O4,0.910976644602;0.910976644602,C00386_6;C06657_5,grade2;grade2
M225T640_1_NEG,225.09916,640.03,metAnnotation;metAnnotation,C00099;C06658,M141T734_NEG;M100T517_NEG,C00386;C06657,Carnosine;Guanidinoproclavaminic acid,[M];[M],M-H;M-H-H2O,C9H14N4O3;C9H16N4O4,0.959682259749;0.81308150657,C00386_6;C06657_5,grade2;grade2
M225T672_NEG,225.09916,671.987,metAnnotation;adductAnnotation,C00099;C06657,M141T734_NEG;M303T672_NEG,C00386;C06657,Carnosine;Guanidinoproclavaminic acid,[M];[M],M-H;M-H-H2O,C9H14N4O3;C9H16N4O4,0.992317382443;0.962600983333,C00386_8;C06657_6,grade2;grade2
M228T640_POS,228.11745,639.5405,isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation,C00386;C06657;C03793;C01037,M227T639_POS;M227T639_POS;M227T639_POS;M227T639_POS,C00386;C06657;C03793;C01037,"Carnosine;Guanidinoproclavaminic acid;N6,N6,N6-Trimethyl-L-lysine;7,8-Diaminononanoate",[M+1];[M+1];[M+1];[M+1],M+H;M+H-H2O;M+K;M+K,C9H14N4O3;C9H16N4O4;C9H20N2O2;C9H20N2O2,0.950892680508;0.950892680508;0.89030889023;0.89030889023,C00386_6;C02571_8;C01037_4;C06657_3,grade2;grade2;grade2;grade2
M228T673_POS,228.11764,672.765,isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation,C00386;C06657;C03793;C01037,M227T673_POS;M227T673_POS;M227T673_POS;M227T673_POS,C00386;C06657;C03793;C01037,"Carnosine;Guanidinoproclavaminic acid;N6,N6,N6-Trimethyl-L-lysine;7,8-Diaminononanoate",[M+1];[M+1];[M+1];[M+1],M+H;M+H-H2O;M+K;M+K,C9H14N4O3;C9H16N4O4;C9H20N2O2;C9H20N2O2,0.96817366849;0.96817366849;0.92554638738;0.92554638738,C00386_7;C02571_10;C01037_5;C06657_4,grade2;grade2;grade2;grade2
M323T484_POS,323.05856,483.559,isotopeAnnotation,C00387,M322T483_POS,C00387,Guanosine,[M+1],M+K,C10H13N5O5,0.959306695,C00387_3,grade1
M308T483_POS,308.0855,483.26,isotopeAnnotation,C00387,M306T483_POS,C00387,Guanosine,[M+2],M+Na,C10H13N5O5,0.937738302,C00387_2,grade1
M285T483_POS,285.10311,482.74800000000016,isotopeAnnotation,C00387,M284T483_POS,C00387,Guanosine,[M+1],M+H,C10H13N5O5,0.945389341,C00387_2,grade1
M589T483_POS,589.17395,483.032,seed,nan,nan,C00387,Guanosine,[M],2M+Na,C10H13N5O5,0.926839789,C00387_2,grade1
M284T480_NEG,284.08517,480.249,isotopeAnnotation,C00387,M282T482_NEG,C00387,Guanosine,[M+2],M-H,C10H13N5O5,0.564584909,C00387_4,grade1
M322T483_POS,322.0558,483.48800000000006,seed,nan,nan,C00387,Guanosine,[M],M+K,C10H13N5O5,0.930338035,C00387_3,grade1
M286T483_POS,286.10456,482.75699999999995,isotopeAnnotation,C00387,M284T483_POS,C00387,Guanosine,[M+2],M+H,C10H13N5O5,0.971284651,C00387_2,grade1
M565T482_NEG,565.1745,482.116,adductAnnotation,C00387,M282T482_NEG,C00387,Guanosine,[M],2M-H,C10H13N5O5,0.957514549,C00387_4,grade1
M307T483_POS,307.0843799999999,483.286,isotopeAnnotation,C00387,M306T483_POS,C00387,Guanosine,[M+1],M+Na,C10H13N5O5,0.940342088,C00387_3,grade1
M306T483_POS,306.08185,483.01,seed,nan,nan,C00387,Guanosine,[M],M+Na,C10H13N5O5,0.93528538,C00387_2,grade1
M566T482_NEG,566.17669,482.281,isotopeAnnotation,C00387,M565T482_NEG,C00387,Guanosine,[M+1],2M-H,C10H13N5O5,0.930918588,C00387_4,grade1
M567T482_NEG,567.18077,482.409,isotopeAnnotation,C00387,M565T482_NEG,C00387,Guanosine,[M+2],2M-H,C10H13N5O5,0.935403077,C00387_4,grade1
M282T482_NEG,282.08403,482.07599999999996,seed,nan,nan,C00387,Guanosine,[M],M-H,C10H13N5O5,0.933959441,C00387_4,grade1
M567T483_POS,567.185,482.835,seed,nan,nan,C00387,Guanosine,[M],2M+H,C10H13N5O5,0.926987432,C00387_2,grade1
M568T483_POS,568.19468,482.835,isotopeAnnotation,C00387,M567T483_POS,C00387,Guanosine,[M+1],2M+H,C10H13N5O5,0.967310605,C00387_2,grade1
M569T483_POS,569.1967400000002,482.80699999999996,isotopeAnnotation,C00387,M567T483_POS,C00387,Guanosine,[M+2],2M+H,C10H13N5O5,0.968967717,C00387_2,grade1
M304T483_NEG,304.06575,482.786,adductAnnotation,C00387,M565T482_NEG,C00387,Guanosine,[M],M-2H+Na,C10H13N5O5,0.886521083,C00387_4,grade1
M570T483_POS,570.1967599999998,482.967,isotopeAnnotation,C00387,M567T483_POS,C00387,Guanosine,[M+3],2M+H,C10H13N5O5,0.914681303,C00387_2,grade1
M591T483_POS,591.17896,483.335,isotopeAnnotation,C00387,M589T483_POS,C00387,Guanosine,[M+2],2M+Na,C10H13N5O5,0.920571694,C00387_3,grade1
M590T483_POS,590.1768900000002,483.26,isotopeAnnotation,C00387,M589T483_POS,C00387,Guanosine,[M+1],2M+Na,C10H13N5O5,0.927763201,C00387_2,grade1
M284T483_POS,284.10024,482.7835,seed,nan,nan,C00387,Guanosine,[M],M+H,C10H13N5O5,0.93150603,C00387_2,grade1
M234T493_NEG,234.07702,493.379,metAnnotation;metAnnotation;metAnnotation;metAnnotation;metAnnotation,C00159;C00267;C00247;C00764;C00124,M239T655_NEG;M239T655_NEG;M239T655_NEG;M239T552_NEG;M359T477_NEG,C00392;C00794;C01507;C01489;C01697,Mannitol;D-Sorbitol;L-Iditol;D-Iditol;Galactitol,[M];[M];[M];[M];[M],M+Cl+NH3;M+Cl+NH3;M+Cl+NH3;M+Cl+NH3;M+Cl+NH3,C6H14O6;C6H14O6;C6H14O6;C6H14O6;C6H14O6,0.826181319819;0.826181319819;0.826181319819;0.826181319819;0.826181319819,C00392_1;C00794_1;C01697_1;C01507_1;C01489_1,grade2;grade2;grade2;grade2;grade2
M235T493_NEG,235.08197,493.38800000000003,isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation,C00392;C00794;C01507;C01697;C01489,M234T493_NEG;M234T493_NEG;M234T493_NEG;M234T493_NEG;M234T493_NEG,C00392;C00794;C01507;C01697;C01489,Mannitol;D-Sorbitol;L-Iditol;Galactitol;D-Iditol,[M+1];[M+1];[M+1];[M+1];[M+1],M+Cl+NH3;M+Cl+NH3;M+Cl+NH3;M+Cl+NH3;M+Cl+NH3,C6H14O6;C6H14O6;C6H14O6;C6H14O6;C6H14O6,0.784467505202;0.784467505202;0.784467505202;0.784467505202;0.784467505202,C00392_1;C00794_1;C01697_1;C01507_1;C01489_1,grade2;grade2;grade2;grade2;grade2
M139T238_NEG,139.05182,237.831,metAnnotation,C03536,M309T790_NEG,C00396,Pyrimidine,[M],M+CH3COO,C4H4N2,0.433420847,C00396_1,grade3
M450T756_POS,450.25694000000004,755.691,metAnnotation,C21259,M383T561_POS,C00397,Tobramycin,[M],M+H-H2O,C18H37N5O9,0.43038031,C00397_1,grade2
M451T756_POS,451.25965,755.8565,isotopeAnnotation,C00397,M450T756_POS,C00397,Tobramycin,[M+1],M+H-H2O,C18H37N5O9,0.956636613,C00397_1,grade2
M154T758_NEG,154.01308,758.0435,metAnnotation;metAnnotation,C00049;C00438,M154T795_NEG;M157T539_NEG,C00402;C00049,D-Aspartate;L-Aspartate,[M];[M],M-2H+Na;M-2H+Na,C4H7NO4;C4H7NO4,0.720770104605;0.667450757607,C00049_4;C00402_4,grade1;grade1
M134T791_POS,134.04452,790.8480000000003,seed;seed,nan;nan,nan;nan,C00402;C00049,D-Aspartate;L-Aspartate,[M];[M],M+H;M+H,C4H7NO4;C4H7NO4,0.754224477645;0.741104477645,C00049_4;C00402_4,grade1;grade1
M131T502_2_NEG,131.0901,501.5695,isotopeAnnotation;isotopeAnnotation;isotopeAnnotation,C00407;C00123;C01933,M130T502_2_NEG;M130T502_2_NEG;M130T502_2_NEG,C00407;C00123;C01933,L-Isoleucine;L-Leucine;L-Norleucine,[M+1];[M+1];[M+1],M-H;M-H;M-H,C6H13NO2;C6H13NO2;C6H13NO2,0.988748385776;0.988748385776;0.988748385776,C00123_4;C00407_2;C01933_1,grade1;grade1;grade1
M130T502_2_NEG,130.08792,501.564,seed;seed;seed,nan;nan;nan,nan;nan;nan,C00407;C00123;C01933,L-Isoleucine;L-Leucine;L-Norleucine,[M];[M];[M],M-H;M-H;M-H,C6H13NO2;C6H13NO2;C6H13NO2,0.935921356669;0.934217105369;0.927449125279,C00123_4;C00407_2;C01933_1,grade1;grade1;grade1
M132T502_NEG,132.09243999999998,501.566,isotopeAnnotation;isotopeAnnotation;isotopeAnnotation,C00407;C00123;C01933,M130T502_2_NEG;M130T502_2_NEG;M130T502_2_NEG,C00407;C00123;C01933,L-Isoleucine;L-Leucine;L-Norleucine,[M+2];[M+2];[M+2],M-H;M-H;M-H,C6H13NO2;C6H13NO2;C6H13NO2,0.964883841347;0.964883841347;0.964883841347,C00123_4;C00407_2;C01933_1,grade1;grade1;grade1
M261T501_NEG,261.18214,500.914,adductAnnotation;adductAnnotation,C00407;C01933,M130T502_2_NEG;M130T502_2_NEG,C00407;C01933,L-Isoleucine;L-Norleucine,[M];[M],2M-H;2M-H,C6H13NO2;C6H13NO2,0.856286616667;0.856286616667,C00407_2;C01933_1,grade1;grade1
M131T570_POS,131.08907,570.258,isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation,C00408;C05936;C00466;C20802,M130T570_POS;M130T570_POS;M130T570_POS;M130T570_POS,C00408;C05936;C00466;C20802,L-Pipecolate;N4-Acetylaminobutanal;Acetoin;(4S)-4-Hydroxy-L-isoleucine,[M+1];[M+1];[M+1];[M+1],M+H;M+H;M+CH3CN+H;M+H-H2O,C6H11NO2;C6H11NO2;C4H8O2;C6H13NO3,0.943954842982;0.943954842982;0.943954842982;0.943954842982,C00408_8;C05936_7;C00466_3;C20802_5,grade2;grade2;grade2;grade2
M168T571_POS,168.04171000000005,571.246,adductAnnotation;adductAnnotation;adductAnnotation;adductAnnotation;adductAnnotation,C00408;C05936;C17962;C21403;C01959,M130T570_POS;M130T570_POS;M206T573_POS;M206T573_POS;M206T573_POS,C00408;C05936;C17962;C21403;C01959,L-Pipecolate;N4-Acetylaminobutanal;Demethylphosphinothricin;2-Acetamidoethylphosphonate;Taurocyamine,[M];[M];[M];[M];[M],M+K;M+K;M+H;M+H;M+H,C6H11NO2;C6H11NO2;C4H10NO4P;C4H10NO4P;C3H9N3O3S,0.770614316667;0.770614316667;0.63550465;0.63550465;0.5496527,C00408_9;C05936_8;C17962_1;C21403_2;C01959_1,grade2;grade2;grade2;grade2;grade2
M350T196_NEG,350.20281,195.99400000000003,isotopeAnnotation,C00410,M349T195_NEG,C00410,Progesterone,[M+1],M+Cl,C21H30O2,0.647359247,C00410_1,grade2
M349T195_NEG,349.19991,195.4655,metAnnotation,C01953,M157T196_NEG,C00410,Progesterone,[M],M+Cl,C21H30O2,0.733426849,C00410_1,grade2
M157T299_NEG,157.08716,298.966,metAnnotation,C02395,M155T284_NEG,C00414,Cyclohexanone,[M],M+CH3COO,C6H10O,0.879415405,C00414_5,grade2
M158T300_NEG,158.0912,299.619,isotopeAnnotation,C00414,M157T299_NEG,C00414,Cyclohexanone,[M+1],M+CH3COO,C6H10O,0.841306922,C00414_5,grade2
M461T818_POS,461.19012999999995,817.805,adductAnnotation,C00415,M558T818_POS,C00415,Dihydrofolate,[M],M+NH4,C19H21N7O6,0.976765172,C00415_4,grade2
M558T818_POS,558.029,817.7760000000003,adductAnnotation,C00415,M461T818_POS,C00415,Dihydrofolate,[M],M-2H+3K,C19H21N7O6,0.930522959,C00415_4,grade2
M558T644_POS,558.02136,643.511,adductAnnotation,C00415,M520T644_1_POS,C00415,Dihydrofolate,[M],M-2H+3K,C19H21N7O6,0.542619616,C00415_1,grade2
M520T644_1_POS,520.08659,644.2245,metAnnotation,C03287,M245T643_POS,C00415,Dihydrofolate,[M],M+2K-H,C19H21N7O6,0.690437413,C00415_1,grade2
M521T644_3_POS,521.08326,643.765,isotopeAnnotation,C00415,M520T644_1_POS,C00415,Dihydrofolate,[M+1],M+2K-H,C19H21N7O6,0.729092772,C00415_1,grade2
M496T747_NEG,496.14648,747.4835,isotopeAnnotation,C00415,M495T747_NEG,C00415,Dihydrofolate,[M+1],M+Cl+NH3,C19H21N7O6,0.61142583,C00415_3,grade2
M174T834_NEG,174.01252,834.447,isotopeAnnotation;isotopeAnnotation,C00417;C02341,M173T835_NEG;M173T835_NEG,C00417;C02341,cis-Aconitate;trans-Aconitate,[M+1];[M+1],M-H;M-H,C6H6O6;C6H6O6,0.934230851366;0.934230851366,C00417_4;C02341_4,grade1;grade1
M173T835_NEG,173.00954,834.67,seed;seed,nan;nan,nan;nan,C00417;C02341,cis-Aconitate;trans-Aconitate,[M];[M],M-H;M-H,C6H6O6;C6H6O6,0.904866846145;0.759266846145,C00417_4;C02341_4,grade1;grade1
M113T297_POS,113.03436,296.934,metAnnotation,C20225,M245T297_POS,C00423,trans-Cinnamate,[M],M+H-2H2O,C9H8O2,0.461601798651,C00106_1,grade2
M114T297_POS,114.03715,297.057,isotopeAnnotation,C00423,M113T297_POS,C00423,trans-Cinnamate,[M+1],M+H-2H2O,C9H8O2,0.72593854152,C00106_1,grade2
M132T467_POS,132.05299,467.31199999999995,isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation,C00423;C01198;C11457;C05581;C02223;C20631;C20254,M131T467_POS;M131T467_POS;M131T467_POS;M131T467_POS;M131T467_POS;M131T467_POS;M131T467_POS,C00423;C01198;C11457;C05581;C02223;C20631;C20254,"trans-Cinnamate;3-(2-Hydroxyphenyl)propanoate;3-(3-Hydroxyphenyl)propanoic acid;3-Methoxy-4-hydroxyphenylacetaldehyde;2-Methylbutanal;(2S,3S)-3-Hydroxyasparagine;Ureidoacrylate",[M+1];[M+1];[M+1];[M+1];[M+1];[M+1];[M+1],M+H-H2O;M+H-2H2O;M+H-2H2O;M+H-2H2O;M+2Na-H;M+H-H2O;M+H,C9H8O2;C9H10O3;C9H10O3;C9H10O3;C5H10O;C4H8N2O4;C4H6N2O3,0.968040957695;0.968040957695;0.968040957695;0.968040957695;0.740368748899;0.734418679097;0.734418679097,C20631_1;C00423_3;C01198_2;C11457_2;C05581_3;C20254_1;C02223_1,grade2;grade2;grade2;grade2;grade2;grade2;grade2
M131T467_POS,131.04896000000002,467.17199999999997,adductAnnotation;adductAnnotation;adductAnnotation;adductAnnotation;adductAnnotation;adductAnnotation;metAnnotation,C00423;C01198;C11457;C05581;C20254;C20631;C00671,M149T467_POS;M149T467_POS;M149T467_POS;M149T467_POS;M148T467_POS;M149T467_POS;M95T552_POS,C00423;C01198;C11457;C05581;C20254;C20631;C02223,"trans-Cinnamate;3-(2-Hydroxyphenyl)propanoate;3-(3-Hydroxyphenyl)propanoic acid;3-Methoxy-4-hydroxyphenylacetaldehyde;Ureidoacrylate;(2S,3S)-3-Hydroxyasparagine;2-Methylbutanal",[M];[M];[M];[M];[M];[M];[M],M+H-H2O;M+H-2H2O;M+H-2H2O;M+H-2H2O;M+H;M+H-H2O;M+2Na-H,C9H8O2;C9H10O3;C9H10O3;C9H10O3;C4H6N2O3;C4H8N2O4;C5H10O,0.946922916666;0.946922916666;0.946922916666;0.946922916666;0.832690283333;0.818773616666;0.520054884814,C20631_1;C00423_3;C01198_2;C11457_2;C05581_3;C20254_1;C02223_1,grade2;grade2;grade2;grade2;grade2;grade2;grade2
M149T467_POS,149.05988,467.0725,adductAnnotation;adductAnnotation;adductAnnotation;adductAnnotation;adductAnnotation;adductAnnotation;metAnnotation;adductAnnotation;metAnnotation;metAnnotation,C00423;C01198;C11457;C05581;C20631;C08737;C06580;C02659;C04044;C02107,M131T467_POS;M131T467_POS;M131T467_POS;M131T467_POS;M131T467_POS;M168T467_POS;M238T413_POS;M108T467_POS;M165T376_POS;M214T573_POS,C00423;C01198;C11457;C05581;C20631;C08737;C06582;C02659;C11588;C02362,"trans-Cinnamate;3-(2-Hydroxyphenyl)propanoate;3-(3-Hydroxyphenyl)propanoic acid;3-Methoxy-4-hydroxyphenylacetaldehyde;(2S,3S)-3-Hydroxyasparagine;Melamine;2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate;Acetone cyanohydrin;cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol;2-Oxosuccinamate",[M];[M];[M];[M];[M];[M];[M];[M];[M];[M],M+H;M+H-H2O;M+H-H2O;M+H-H2O;M+H;M+Na;M+H-2H2O;M+CH3CN+Na;M+H-2H2O;M+NH4,C9H8O2;C9H10O3;C9H10O3;C9H10O3;C4H8N2O4;C3H6N6;C9H12O4;C4H7NO;C9H12O4;C4H5NO4,0.964687916667;0.964687916667;0.964687916667;0.964687916667;0.801008616667;0.7488461;0.549374675937;0.514382466666;0.462289817532;0.335644799974,C20631_1;C08737_1;C02659_1;C00423_3;C01198_2;C11457_2;C05581_3;C06582_1;C11588_1;C02362_1,grade2;grade2;grade2;grade2;grade2;grade2;grade2;grade2;grade2;grade2
M150T467_POS,150.06305,467.156,isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation,C00423;C01198;C11457;C11588;C05581;C06582;C02362;C20631;C08737;C02659,M149T467_POS;M149T467_POS;M149T467_POS;M149T467_POS;M149T467_POS;M149T467_POS;M149T467_POS;M149T467_POS;M149T467_POS;M149T467_POS,C00423;C01198;C11457;C11588;C05581;C06582;C02362;C20631;C08737;C02659,"trans-Cinnamate;3-(2-Hydroxyphenyl)propanoate;3-(3-Hydroxyphenyl)propanoic acid;cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol;3-Methoxy-4-hydroxyphenylacetaldehyde;2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate;2-Oxosuccinamate;(2S,3S)-3-Hydroxyasparagine;Melamine;Acetone cyanohydrin",[M+1];[M+1];[M+1];[M+1];[M+1];[M+1];[M+1];[M+1];[M+1];[M+1],M+H;M+H-H2O;M+H-H2O;M+H-2H2O;M+H-H2O;M+H-2H2O;M+NH4;M+H;M+Na;M+CH3CN+Na,C9H8O2;C9H10O3;C9H10O3;C9H12O4;C9H10O3;C9H12O4;C4H5NO4;C4H8N2O4;C3H6N6;C4H7NO,0.95913299849;0.95913299849;0.95913299849;0.95913299849;0.95913299849;0.95913299849;0.782529456411;0.782529456411;0.660029742566;0.58446814657,C20631_1;C08737_1;C02659_1;C00423_3;C01198_2;C11457_2;C05581_3;C06582_1;C11588_1;C02362_1,grade2;grade2;grade2;grade2;grade2;grade2;grade2;grade2;grade2;grade2
M150T464_NEG,150.05698,464.449,isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation,C00423;C04592;C00310;C00312;C01394;C00508;C00216;C00309;C02362,M147T467_2_NEG;M147T467_2_NEG;M149T467_NEG;M149T467_NEG;M149T467_NEG;M149T467_NEG;M149T467_NEG;M149T467_NEG;M147T467_2_NEG,C00423;C04592;C00310;C00312;C01394;C00508;C00216;C00309;C02362,trans-Cinnamate;Toluene-cis-dihydrodiol;D-Xylulose;L-Xylulose;Xylose;L-Ribulose;D-Arabinose;D-Ribulose;2-Oxosuccinamate,[M+3];[M+3];[M+1];[M+1];[M+1];[M+1];[M+1];[M+1];[M+3],M-H;M-2H+Na;M-H;M-H;M-H;M-H;M-H;M-H;M-H+NH3,C9H8O2;C7H10O2;C5H10O5;C5H10O5;C5H10O5;C5H10O5;C5H10O5;C5H10O5;C4H5NO4,0.462208671911;0.329541622545;0.259980313643;0.259980313643;0.259980313643;0.259980313643;0.259980313643;0.259980313643;0.211342791738,C01394_1;C00216_1;C00312_1;C00508_1;C00309_1;C00259_2;C00181_2;C00121_2;C04592_4,grade2;grade2;grade2;grade2;grade2;grade2;grade2;grade2;grade2
M147T467_2_NEG,147.04506999999995,466.6905,adductAnnotation;adductAnnotation;metAnnotation,C00423;C04592;C04540,M164T467_2_NEG;M166T467_NEG;M356T789_NEG,C00423;C04592;C02362,trans-Cinnamate;Toluene-cis-dihydrodiol;2-Oxosuccinamate,[M];[M];[M],M-H;M-2H+Na;M-H+NH3,C9H8O2;C7H10O2;C4H5NO4,0.976725249999;0.837862;0.738070992894,C00423_3;C02362_3;C04592_5,grade2;grade2;grade2
M148T467_NEG,148.04783999999995,466.7115,isotopeAnnotation;isotopeAnnotation;isotopeAnnotation,C00423;C04592;C02362,M147T467_2_NEG;M147T467_2_NEG;M147T467_2_NEG,C00423;C04592;C02362,trans-Cinnamate;Toluene-cis-dihydrodiol;2-Oxosuccinamate,[M+1];[M+1];[M+1],M-H;M-2H+Na;M-H+NH3,C9H8O2;C7H10O2;C4H5NO4,0.989802834831;0.89066244286;0.76889734068,C00423_3;C02362_3;C00073_3,grade2;grade2;grade2
M149T467_NEG,149.05123999999995,466.61300000000006,isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;adductAnnotation;adductAnnotation;adductAnnotation;adductAnnotation;adductAnnotation;adductAnnotation,C00423;C04592;C02362;C00310;C00312;C01394;C00508;C00216;C00309,M147T467_2_NEG;M147T467_2_NEG;M147T467_2_NEG;M166T467_NEG;M166T467_NEG;M166T467_NEG;M166T467_NEG;M166T467_NEG;M166T467_NEG,C00423;C04592;C02362;C00310;C00312;C01394;C00508;C00216;C00309,trans-Cinnamate;Toluene-cis-dihydrodiol;2-Oxosuccinamate;D-Xylulose;L-Xylulose;Xylose;L-Ribulose;D-Arabinose;D-Ribulose,[M+2];[M+2];[M+2];[M];[M];[M];[M];[M];[M],M-H;M-2H+Na;M-H+NH3;M-H;M-H;M-H;M-H;M-H;M-H,C9H8O2;C7H10O2;C4H5NO4;C5H10O5;C5H10O5;C5H10O5;C5H10O5;C5H10O5;C5H10O5,0.936508454269;0.81805792753;0.697453388494;0.656506583333;0.656506583333;0.656506583333;0.656506583333;0.656506583333;0.656506583333,C01394_1;C00216_1;C02362_3;C00073_3;C00310_1;C00312_1;C00508_1;C00309_1;C04592_5,grade2;grade2;grade2;grade2;grade2;grade2;grade2;grade2;grade2
M185T296_NEG,185.00323,295.70799999999997,adductAnnotation;adductAnnotation,C00423;C17268,M200T296_NEG;M200T296_NEG,C00423;C17268,trans-Cinnamate;Pyruvophenone,[M];[M],M-2H+K;M-2H+K,C9H8O2;C9H8O2,0.791176833333;0.791176833333,C00423_1;C17268_2,grade2;grade2
